Verbal Reasoning,Quantitative Reasoning,Analytical Writing
148.0,159.0,3.0
148.0,158.0,3.5
148.0,167.0,2.0
148.0,165.0,3.5
148.0,147.0,4.0
148.0,159.0,2.5
148.0,139.0,4.0
148.0,161.0,3.0
148.0,146.0,3.0
148.0,165.0,3.5
148.0,148.0,3.0
148.0,147.0,3.5
148.0,168.0,2.5
148.0,150.0,3.0
148.0,138.0,4.0
148.0,165.0,2.5
148.0,166.0,3.0
148.0,169.0,3.0
148.0,160.0,3.0
148.0,164.0,4.0
148.0,170.0,3.0
148.0,141.0,3.5
148.0,154.0,3.5
148.0,164.0,5.0
148.0,146.0,3.5
148.0,154.0,3.0
148.0,152.0,3.0
148.0,161.0,3.0
148.0,169.0,3.0
148.0,170.0,3.5
148.0,163.0,3.0
148.0,166.0,3.0
148.0,163.0,2.0
148.0,154.0,3.5
148.0,146.0,3.5
148.0,170.0,2.0
148.0,143.0,4.5
148.0,159.0,3.0
148.0,167.0,3.0
148.0,170.0,3.0
148.0,146.0,2.0
148.0,164.0,3.0
148.0,159.0,2.0
148.0,152.0,3.0
148.0,166.0,3.0
148.0,156.0,3.0
148.0,170.0,3.0
148.0,150.0,2.5
148.0,168.0,2.0
148.0,160.0,3.0
148.0,147.0,3.0
148.0,160.0,3.0
148.0,160.0,3.0
148.0,164.0,4.5
148.0,137.0,4.0
148.0,151.0,3.5
148.0,149.0,4.0
148.0,138.0,4.0
148.0,161.0,3.0
148.0,152.0,3.0
148.0,166.0,3.0
148.0,162.0,3.5
148.0,161.0,3.0
148.0,152.0,3.0
148.0,160.0,3.5
148.0,150.0,3.5
148.0,144.0,3.0
148.0,155.0,3.0
148.0,132.0,3.5
148.0,159.0,3.0
148.0,170.0,3.5
148.0,157.0,3.0
148.0,164.0,4.0
148.0,148.0,2.5
148.0,139.0,3.5
148.0,139.0,3.5
148.0,146.0,3.0
148.0,152.0,3.0
148.0,143.0,3.0
148.0,163.0,2.0
148.0,150.0,3.0
148.0,158.0,3.0
148.0,155.0,3.0
148.0,144.0,2.0
148.0,155.0,5.0
148.0,152.0,3.0
148.0,138.0,3.5
148.0,160.0,3.0
148.0,169.0,2.0
148.0,155.0,3.0
148.0,154.0,3.5
148.0,167.0,3.0
148.0,156.0,3.5
148.0,170.0,2.5
148.0,152.0,3.0
148.0,140.0,3.5
148.0,160.0,1.0
148.0,138.0,3.0
148.0,167.0,4.0
148.0,160.0,3.0
148.0,165.0,2.5
148.0,141.0,3.0
148.0,148.0,3.5
148.0,160.0,3.0
148.0,138.0,3.0
148.0,152.0,3.5
148.0,159.0,3.5
148.0,156.0,3.5
148.0,167.0,3.0
148.0,152.0,3.0
148.0,148.0,3.0
148.0,157.0,3.5
148.0,143.0,3.0
148.0,151.0,3.5
148.0,167.0,2.0
148.0,141.0,2.0
148.0,140.0,3.0
148.0,142.0,4.5
148.0,168.0,3.0
148.0,160.0,3.0
148.0,143.0,3.0
148.0,152.0,1.5
148.0,170.0,3.0
148.0,154.0,3.0
148.0,169.0,2.0
148.0,170.0,1.5
148.0,169.0,2.5
148.0,139.0,3.5
148.0,135.0,3.0
148.0,161.0,3.0
148.0,167.0,3.0
148.0,156.0,4.5
148.0,155.0,3.0
148.0,163.0,2.0
148.0,163.0,3.0
148.0,168.0,3.0
148.0,167.0,4.0
148.0,162.0,3.0
148.0,151.0,5.0
148.0,159.0,3.5
148.0,141.0,3.0
148.0,146.0,4.0
148.0,163.0,2.0
148.0,151.0,3.0
148.0,150.0,3.0
148.0,137.0,4.0
148.0,164.0,3.5
148.0,141.0,2.0
148.0,148.0,3.0
148.0,135.0,3.5
148.0,142.0,3.0
148.0,161.0,3.5
148.0,160.0,4.0
148.0,170.0,2.0
148.0,169.0,3.0
148.0,145.0,3.5
148.0,156.0,4.0
148.0,157.0,4.0
148.0,135.0,3.0
148.0,152.0,3.0
148.0,141.0,4.0
148.0,159.0,3.5
148.0,146.0,3.0
148.0,167.0,2.5
148.0,168.0,3.0
148.0,137.0,3.0
148.0,152.0,4.0
148.0,155.0,3.0
148.0,169.0,4.5
148.0,170.0,3.5
148.0,170.0,4.0
148.0,141.0,3.0
148.0,140.0,3.5
148.0,144.0,5.5
148.0,168.0,3.5
148.0,164.0,3.0
148.0,162.0,2.5
148.0,138.0,3.5
148.0,141.0,3.0
148.0,169.0,3.0
148.0,156.0,3.5
148.0,168.0,3.0
148.0,146.0,3.0
148.0,152.0,3.5
148.0,151.0,3.0
148.0,150.0,4.0
148.0,166.0,2.5
148.0,167.0,3.5
148.0,153.0,3.0
148.0,153.0,2.0
148.0,169.0,2.5
148.0,157.0,3.0
148.0,163.0,3.0
148.0,135.0,2.5
148.0,144.0,3.5
148.0,169.0,3.0
148.0,153.0,4.0
148.0,154.0,3.5
148.0,151.0,3.5
148.0,149.0,4.0
148.0,168.0,2.0
148.0,159.0,3.0
148.0,152.0,3.0
148.0,167.0,3.0
148.0,143.0,4.0
148.0,157.0,3.0
148.0,168.0,2.5
148.0,161.0,3.5
148.0,163.0,3.0
148.0,146.0,3.0
148.0,149.0,3.0
148.0,165.0,3.0
148.0,170.0,3.0
148.0,149.0,2.5
148.0,160.0,3.0
148.0,139.0,4.0
148.0,150.0,3.0
148.0,147.0,2.0
148.0,157.0,3.0
148.0,162.0,3.5
148.0,155.0,3.5
148.0,144.0,2.5
148.0,153.0,3.0
148.0,145.0,3.5
148.0,139.0,3.0
148.0,149.0,3.0
148.0,150.0,3.0
148.0,155.0,3.0
148.0,157.0,3.0
148.0,170.0,3.0
148.0,156.0,3.0
148.0,166.0,3.0
148.0,146.0,4.0
148.0,144.0,3.5
148.0,150.0,3.0
148.0,152.0,3.0
148.0,148.0,3.0
148.0,164.0,4.0
148.0,150.0,4.5
148.0,170.0,3.0
148.0,132.0,3.5
148.0,146.0,3.0
148.0,170.0,3.5
148.0,170.0,3.0
148.0,146.0,3.5
148.0,142.0,3.5
148.0,158.0,4.0
148.0,153.0,3.0
148.0,152.0,3.0
148.0,147.0,3.0
148.0,150.0,4.5
148.0,165.0,3.0
148.0,149.0,2.5
148.0,161.0,3.0
148.0,169.0,3.0
148.0,162.0,4.0
148.0,165.0,3.0
148.0,150.0,3.0
148.0,168.0,3.0
148.0,148.0,3.0
148.0,161.0,4.5
148.0,146.0,3.5
148.0,148.0,3.0
148.0,150.0,2.5
148.0,146.0,2.5
148.0,155.0,3.5
148.0,164.0,3.0
148.0,153.0,3.5
148.0,144.0,4.0
148.0,165.0,3.0
148.0,148.0,3.0
148.0,169.0,2.5
148.0,170.0,2.5
148.0,160.0,3.5
148.0,170.0,3.0
148.0,167.0,3.0
148.0,163.0,3.0
148.0,156.0,3.0
148.0,153.0,3.5
148.0,159.0,3.5
148.0,154.0,3.0
148.0,145.0,2.5
148.0,159.0,3.0
148.0,147.0,4.0
148.0,163.0,3.5
148.0,146.0,2.5
148.0,147.0,3.0
148.0,167.0,3.0
148.0,148.0,4.0
148.0,170.0,3.0
148.0,162.0,4.0
148.0,163.0,3.0
148.0,168.0,4.0
148.0,157.0,3.0
148.0,159.0,3.0
148.0,150.0,3.5
148.0,150.0,3.5
148.0,162.0,3.0
148.0,168.0,2.5
148.0,144.0,3.0
148.0,143.0,3.0
148.0,167.0,3.0
148.0,161.0,3.0
148.0,150.0,2.5
148.0,147.0,3.5
148.0,170.0,2.0
148.0,150.0,3.0
148.0,152.0,3.5
148.0,160.0,3.0
148.0,151.0,3.0
148.0,156.0,4.0
148.0,160.0,3.5
148.0,142.0,3.5
148.0,155.0,3.0
148.0,169.0,3.0
148.0,164.0,3.5
148.0,141.0,4.0
148.0,153.0,3.0
148.0,157.0,4.0
148.0,160.0,3.0
148.0,147.0,3.0
148.0,132.0,3.0
148.0,152.0,4.0
148.0,156.0,2.5
148.0,147.0,3.5
148.0,152.0,3.0
148.0,170.0,3.5
148.0,154.0,4.0
148.0,146.0,3.5
148.0,152.0,6.0
148.0,137.0,3.0
148.0,170.0,2.5
148.0,143.0,3.0
148.0,168.0,2.5
148.0,158.0,3.0
148.0,137.0,3.5
148.0,155.0,3.0
148.0,165.0,3.0
148.0,132.0,4.0
148.0,145.0,3.5
148.0,165.0,3.0
148.0,148.0,3.5
148.0,150.0,4.0
148.0,158.0,2.5
148.0,169.0,3.0
148.0,166.0,2.0
148.0,145.0,3.5
148.0,159.0,4.0
148.0,170.0,3.5
148.0,152.0,3.0
148.0,163.0,3.0
148.0,143.0,2.5
148.0,168.0,2.5
148.0,165.0,2.5
148.0,150.0,4.5
148.0,158.0,4.0
148.0,165.0,3.5
148.0,141.0,3.0
148.0,141.0,3.0
148.0,151.0,3.5
148.0,154.0,4.0
148.0,155.0,3.5
148.0,170.0,1.0
148.0,150.0,3.0
148.0,152.0,3.5
148.0,160.0,3.0
148.0,144.0,3.5
148.0,152.0,3.5
148.0,163.0,3.5
148.0,150.0,3.0
148.0,150.0,3.0
148.0,150.0,3.0
148.0,153.0,3.0
148.0,170.0,3.0
148.0,156.0,2.5
148.0,141.0,3.5
148.0,146.0,3.0
148.0,145.0,3.0
148.0,152.0,3.0
148.0,164.0,3.0
148.0,135.0,2.0
148.0,145.0,3.0
148.0,156.0,4.5
148.0,143.0,4.0
148.0,153.0,3.0
148.0,164.0,2.5
148.0,169.0,3.0
148.0,161.0,3.5
148.0,137.0,2.0
148.0,140.0,3.0
148.0,143.0,3.5
148.0,135.0,5.0
148.0,162.0,2.0
148.0,154.0,3.5
148.0,138.0,3.0
148.0,161.0,3.0
148.0,141.0,4.0
148.0,158.0,2.0
148.0,166.0,2.0
148.0,169.0,2.0
148.0,165.0,4.0
148.0,154.0,3.5
148.0,163.0,3.0
148.0,157.0,3.5
148.0,164.0,3.0
148.0,167.0,2.0
148.0,132.0,3.0
148.0,164.0,3.0
148.0,164.0,3.5
148.0,148.0,3.0
148.0,170.0,2.0
148.0,137.0,3.0
148.0,163.0,3.0
148.0,157.0,3.0
148.0,158.0,3.0
148.0,170.0,3.0
148.0,160.0,4.0
148.0,135.0,3.0
148.0,138.0,4.0
148.0,170.0,3.5
148.0,163.0,3.5
148.0,159.0,3.0
148.0,161.0,3.0
148.0,144.0,3.0
148.0,154.0,4.0
148.0,154.0,3.0
148.0,161.0,3.0
148.0,155.0,3.5
148.0,159.0,3.0
148.0,147.0,3.5
148.0,158.0,2.5
148.0,158.0,3.0
148.0,152.0,3.0
148.0,139.0,4.0
148.0,147.0,4.5
148.0,169.0,3.0
148.0,165.0,3.5
148.0,168.0,3.5
148.0,159.0,2.5
148.0,170.0,3.5
148.0,138.0,3.0
148.0,170.0,3.0
148.0,148.0,3.5
148.0,170.0,4.0
148.0,146.0,3.0
148.0,159.0,3.0
148.0,132.0,4.0
148.0,152.0,3.0
148.0,160.0,4.0
148.0,146.0,4.0
148.0,160.0,3.0
148.0,145.0,4.0
148.0,170.0,3.0
148.0,168.0,3.5
148.0,147.0,3.5
148.0,144.0,4.5
148.0,160.0,3.0
148.0,147.0,3.0
148.0,165.0,3.5
148.0,150.0,4.0
148.0,170.0,2.5
148.0,138.0,3.0
148.0,143.0,3.0
148.0,164.0,3.0
148.0,165.0,2.5
148.0,150.0,3.0
148.0,155.0,3.0
148.0,170.0,3.0
148.0,155.0,3.0
148.0,146.0,2.5
148.0,165.0,3.5
148.0,132.0,2.5
148.0,158.0,2.5
148.0,143.0,3.0
148.0,144.0,3.0
148.0,151.0,2.5
148.0,147.0,3.0
148.0,156.0,4.0
148.0,142.0,2.5
148.0,147.0,4.0
148.0,151.0,3.5
148.0,146.0,3.0
148.0,166.0,3.5
148.0,170.0,2.5
148.0,170.0,4.0
148.0,142.0,2.5
148.0,168.0,2.5
148.0,135.0,4.0
148.0,160.0,2.5
148.0,150.0,3.5
148.0,169.0,3.0
148.0,148.0,3.0
148.0,164.0,3.0
148.0,160.0,3.0
148.0,159.0,3.5
148.0,168.0,3.0
148.0,138.0,4.0
148.0,167.0,3.0
148.0,170.0,3.0
148.0,135.0,3.0
148.0,152.0,3.0
148.0,166.0,2.5
148.0,160.0,3.0
148.0,161.0,2.0
148.0,161.0,3.0
148.0,158.0,3.5
148.0,161.0,3.0
148.0,155.0,4.0
148.0,170.0,3.0
148.0,160.0,3.5
148.0,170.0,1.5
148.0,159.0,3.0
148.0,160.0,4.0
148.0,167.0,3.0
148.0,146.0,4.0
148.0,170.0,3.0
148.0,145.0,2.5
148.0,141.0,4.0
148.0,160.0,3.0
148.0,170.0,3.0
148.0,156.0,3.0
148.0,159.0,3.0
148.0,167.0,3.0
148.0,146.0,3.0
148.0,148.0,3.5
148.0,167.0,3.0
148.0,158.0,2.0
148.0,160.0,3.0
148.0,160.0,3.0
148.0,160.0,3.0
148.0,154.0,3.0
148.0,146.0,4.5
148.0,163.0,3.0
148.0,156.0,2.0
148.0,148.0,3.0
148.0,137.0,3.0
148.0,161.0,2.5
148.0,151.0,3.0
148.0,156.0,3.5
148.0,168.0,3.0
148.0,141.0,3.5
148.0,138.0,4.0
148.0,159.0,3.0
148.0,147.0,4.0
148.0,154.0,3.0
148.0,150.0,4.0
148.0,147.0,3.0
148.0,150.0,3.0
148.0,158.0,3.0
148.0,170.0,3.0
148.0,157.0,3.0
148.0,146.0,3.5
148.0,147.0,3.0
148.0,165.0,1.5
148.0,166.0,3.0
148.0,160.0,4.0
148.0,151.0,4.0
148.0,152.0,3.0
148.0,147.0,3.0
148.0,150.0,4.0
148.0,150.0,3.5
148.0,156.0,3.5
148.0,144.0,4.0
148.0,164.0,4.0
148.0,167.0,3.5
148.0,159.0,3.5
148.0,144.0,3.0
148.0,139.0,3.0
148.0,140.0,4.5
148.0,156.0,3.0
148.0,151.0,3.5
148.0,147.0,3.5
148.0,150.0,3.5
148.0,166.0,3.5
148.0,139.0,3.0
148.0,160.0,3.0
148.0,148.0,4.0
148.0,152.0,3.5
148.0,155.0,3.5
148.0,167.0,3.5
148.0,168.0,3.0
148.0,169.0,3.5
148.0,161.0,3.0
148.0,169.0,3.0
148.0,151.0,3.5
148.0,160.0,4.0
148.0,141.0,3.0
148.0,145.0,3.0
148.0,137.0,3.5
148.0,152.0,3.5
148.0,167.0,3.0
148.0,149.0,5.0
148.0,147.0,3.0
148.0,143.0,5.0
148.0,155.0,1.5
148.0,143.0,4.0
148.0,159.0,4.0
148.0,140.0,3.0
148.0,168.0,3.0
148.0,162.0,2.5
148.0,170.0,3.0
148.0,167.0,3.0
148.0,170.0,3.0
148.0,154.0,3.0
148.0,144.0,2.5
148.0,168.0,3.0
148.0,167.0,3.5
148.0,151.0,3.0
148.0,150.0,2.0
148.0,168.0,3.5
148.0,140.0,4.5
148.0,155.0,3.0
148.0,152.0,3.0
148.0,158.0,4.0
148.0,167.0,3.0
148.0,159.0,3.0
148.0,157.0,3.0
148.0,141.0,3.5
148.0,154.0,3.5
148.0,170.0,2.5
148.0,144.0,4.0
148.0,165.0,4.0
148.0,165.0,3.5
148.0,137.0,4.5
148.0,150.0,2.0
148.0,159.0,4.0
148.0,145.0,3.0
148.0,150.0,2.5
148.0,149.0,3.5
148.0,138.0,3.0
148.0,137.0,2.5
148.0,163.0,3.0
148.0,166.0,2.5
148.0,157.0,3.5
148.0,155.0,3.0
148.0,150.0,4.5
148.0,146.0,3.0
148.0,135.0,3.5
148.0,167.0,4.0
148.0,147.0,4.5
148.0,166.0,3.0
148.0,154.0,3.0
148.0,169.0,4.0
148.0,155.0,3.0
148.0,167.0,3.5
148.0,149.0,2.0
148.0,158.0,5.5
148.0,168.0,3.0
148.0,147.0,3.0
148.0,156.0,3.0
148.0,162.0,3.0
148.0,166.0,3.0
148.0,156.0,4.0
148.0,161.0,3.0
148.0,164.0,4.0
148.0,165.0,2.5
148.0,164.0,3.0
148.0,150.0,4.0
148.0,138.0,3.0
148.0,168.0,3.0
148.0,135.0,4.0
148.0,167.0,2.0
148.0,149.0,5.0
148.0,165.0,4.5
148.0,164.0,1.5
148.0,154.0,3.5
148.0,162.0,2.0
148.0,153.0,3.5
148.0,169.0,3.0
148.0,166.0,3.0
148.0,157.0,3.0
148.0,150.0,4.0
148.0,164.0,3.0
148.0,170.0,4.0
148.0,169.0,4.0
148.0,143.0,3.0
148.0,150.0,3.5
148.0,156.0,3.5
148.0,143.0,3.5
148.0,132.0,3.5
148.0,151.0,3.5
148.0,169.0,4.0
148.0,140.0,3.5
148.0,166.0,3.0
148.0,158.0,3.0
148.0,159.0,3.0
148.0,142.0,3.0
148.0,147.0,3.0
148.0,170.0,3.0
148.0,166.0,3.0
148.0,156.0,3.0
148.0,144.0,3.0
148.0,141.0,4.5
148.0,147.0,3.0
148.0,156.0,3.5
148.0,152.0,4.0
148.0,155.0,2.5
148.0,158.0,1.0
148.0,170.0,3.5
148.0,162.0,3.0
148.0,146.0,4.0
148.0,170.0,3.0
148.0,153.0,3.5
148.0,159.0,3.0
148.0,168.0,3.0
148.0,147.0,1.5
148.0,167.0,3.0
148.0,153.0,2.0
148.0,146.0,3.0
148.0,145.0,3.0
148.0,147.0,3.5
148.0,150.0,3.0
148.0,138.0,3.5
148.0,162.0,3.0
148.0,154.0,2.0
148.0,165.0,3.0
148.0,145.0,3.0
148.0,156.0,4.0
148.0,145.0,3.0
148.0,135.0,2.5
148.0,143.0,3.5
148.0,166.0,3.0
148.0,154.0,3.0
148.0,170.0,3.0
148.0,147.0,3.5
148.0,165.0,3.0
148.0,157.0,2.5
148.0,167.0,3.0
148.0,168.0,3.0
148.0,150.0,3.0
148.0,139.0,4.0
148.0,160.0,3.0
148.0,152.0,3.0
148.0,148.0,3.5
148.0,170.0,3.0
148.0,152.0,4.0
148.0,160.0,3.5
148.0,156.0,3.0
148.0,160.0,4.0
148.0,139.0,4.0
148.0,160.0,3.0
148.0,153.0,3.0
148.0,157.0,3.0
148.0,169.0,3.0
148.0,154.0,3.5
148.0,140.0,3.0
148.0,163.0,3.5
148.0,168.0,3.5
148.0,141.0,3.5
148.0,160.0,6.0
148.0,164.0,3.0
148.0,150.0,3.0
148.0,135.0,4.5
148.0,145.0,3.5
148.0,157.0,3.0
148.0,163.0,1.5
148.0,160.0,3.5
148.0,156.0,4.0
148.0,139.0,3.0
148.0,159.0,3.0
148.0,160.0,3.0
148.0,167.0,1.0
148.0,150.0,3.5
148.0,147.0,3.5
148.0,141.0,4.0
148.0,152.0,4.0
148.0,157.0,3.0
148.0,146.0,2.5
148.0,170.0,3.0
148.0,165.0,3.0
148.0,157.0,3.0
148.0,158.0,4.0
148.0,132.0,3.5
148.0,151.0,4.0
148.0,153.0,3.0
148.0,170.0,3.0
148.0,153.0,3.5
148.0,154.0,3.0
148.0,147.0,3.5
148.0,149.0,3.5
148.0,150.0,3.0
148.0,150.0,3.5
148.0,157.0,3.0
148.0,153.0,4.0
148.0,139.0,3.5
148.0,146.0,3.5
148.0,170.0,3.0
148.0,170.0,4.0
148.0,160.0,3.0
148.0,157.0,2.0
148.0,143.0,3.0
148.0,135.0,4.0
148.0,144.0,4.0
148.0,148.0,2.0
148.0,160.0,1.5
148.0,146.0,4.5
148.0,157.0,3.5
148.0,154.0,2.5
148.0,154.0,3.5
148.0,149.0,3.0
148.0,158.0,3.0
148.0,150.0,3.5
148.0,158.0,1.5
148.0,148.0,3.5
148.0,166.0,3.0
148.0,160.0,3.0
148.0,155.0,4.0
148.0,157.0,4.5
148.0,149.0,3.5
148.0,135.0,4.0
148.0,147.0,3.0
148.0,146.0,4.0
148.0,152.0,3.0
148.0,132.0,4.5
148.0,154.0,3.5
148.0,149.0,4.0
148.0,150.0,3.0
148.0,156.0,4.0
148.0,169.0,3.0
148.0,149.0,3.0
148.0,147.0,3.0
148.0,148.0,3.0
148.0,137.0,3.0
148.0,150.0,1.5
148.0,156.0,5.0
148.0,169.0,3.0
148.0,145.0,2.5
148.0,153.0,3.0
148.0,149.0,3.0
148.0,145.0,3.0
148.0,151.0,3.5
148.0,169.0,3.0
148.0,159.0,3.5
148.0,161.0,2.0
148.0,135.0,3.0
148.0,145.0,3.5
148.0,139.0,3.0
148.0,145.0,3.5
148.0,163.0,3.5
148.0,145.0,2.5
148.0,169.0,3.0
148.0,156.0,3.0
148.0,162.0,3.0
148.0,168.0,2.0
148.0,170.0,3.5
148.0,170.0,3.5
148.0,147.0,3.5
148.0,156.0,3.0
148.0,163.0,3.0
148.0,146.0,4.0
148.0,155.0,3.0
148.0,141.0,4.0
148.0,169.0,3.0
148.0,156.0,3.0
148.0,169.0,2.5
148.0,141.0,3.0
148.0,159.0,4.0
148.0,169.0,3.0
148.0,153.0,3.0
148.0,144.0,4.5
148.0,150.0,3.0
148.0,154.0,2.0
148.0,162.0,3.5
148.0,153.0,3.0
148.0,150.0,3.5
148.0,168.0,1.5
148.0,147.0,3.0
148.0,144.0,3.5
148.0,152.0,5.5
148.0,162.0,3.0
148.0,166.0,3.0
148.0,150.0,3.0
148.0,167.0,3.0
148.0,132.0,1.5
148.0,144.0,3.5
148.0,150.0,3.0
148.0,167.0,4.0
148.0,156.0,3.0
148.0,168.0,4.5
148.0,163.0,3.0
148.0,139.0,3.0
148.0,165.0,3.5
148.0,168.0,3.0
148.0,145.0,3.0
148.0,146.0,3.0
148.0,163.0,3.5
148.0,157.0,2.5
148.0,140.0,3.5
148.0,137.0,4.0
148.0,150.0,2.0
148.0,162.0,2.5
148.0,147.0,4.0
148.0,157.0,3.5
148.0,147.0,2.5
148.0,156.0,3.5
148.0,153.0,4.0
148.0,157.0,3.0
148.0,169.0,4.0
148.0,147.0,3.0
148.0,144.0,3.0
148.0,157.0,4.0
148.0,147.0,3.5
148.0,140.0,4.0
148.0,156.0,3.0
148.0,145.0,3.0
148.0,164.0,2.5
148.0,160.0,3.0
148.0,165.0,3.0
148.0,146.0,3.0
148.0,165.0,3.0
148.0,154.0,4.0
148.0,166.0,3.0
148.0,169.0,3.5
148.0,164.0,3.5
148.0,160.0,2.5
148.0,160.0,3.0
148.0,156.0,3.5
148.0,151.0,3.5
148.0,153.0,3.0
148.0,150.0,3.0
148.0,164.0,3.0
148.0,145.0,4.5
148.0,152.0,3.0
148.0,167.0,3.0
148.0,159.0,2.5
148.0,162.0,2.0
148.0,147.0,3.0
148.0,167.0,4.5
148.0,145.0,4.0
148.0,168.0,3.0
148.0,170.0,2.5
148.0,153.0,3.5
148.0,150.0,3.5
148.0,166.0,3.0
148.0,166.0,3.0
148.0,158.0,4.5
148.0,142.0,3.0
148.0,168.0,3.0
148.0,145.0,4.0
148.0,161.0,4.0
148.0,164.0,4.5
148.0,147.0,3.0
148.0,153.0,4.0
148.0,144.0,2.5
148.0,153.0,3.0
148.0,157.0,3.0
148.0,165.0,3.5
148.0,152.0,2.0
148.0,146.0,4.0
148.0,147.0,4.0
148.0,156.0,6.0
148.0,151.0,3.5
148.0,144.0,3.5
148.0,162.0,3.0
148.0,170.0,5.5
148.0,144.0,4.0
148.0,164.0,3.0
148.0,138.0,3.5
148.0,154.0,3.0
148.0,140.0,3.5
148.0,154.0,3.0
148.0,154.0,3.5
148.0,154.0,4.0
148.0,157.0,3.0
148.0,143.0,4.0
148.0,150.0,3.0
148.0,153.0,4.0
148.0,160.0,3.0
148.0,169.0,3.0
148.0,143.0,3.5
148.0,145.0,3.5
148.0,159.0,4.0
148.0,167.0,4.0
148.0,159.0,3.5
148.0,154.0,3.0
148.0,157.0,3.0
148.0,148.0,4.0
148.0,142.0,3.5
148.0,156.0,2.5
148.0,163.0,3.5
148.0,158.0,3.5
148.0,162.0,2.0
148.0,166.0,3.5
148.0,151.0,3.0
148.0,146.0,4.0
148.0,141.0,3.5
148.0,162.0,3.0
148.0,163.0,2.5
148.0,149.0,4.0
148.0,147.0,3.5
148.0,143.0,3.5
148.0,164.0,3.0
148.0,156.0,2.0
148.0,154.0,5.0
148.0,164.0,3.5
148.0,150.0,2.5
148.0,158.0,3.5
149.0,164.0,3.0
149.0,167.0,4.5
149.0,168.0,3.5
149.0,156.0,3.5
149.0,154.0,3.5
149.0,152.0,4.0
149.0,148.0,4.0
149.0,160.0,3.0
149.0,155.0,4.0
149.0,150.0,3.5
149.0,161.0,2.5
149.0,166.0,3.5
149.0,139.0,4.0
149.0,141.0,4.0
149.0,137.0,4.0
149.0,155.0,2.5
149.0,163.0,3.0
149.0,159.0,4.0
149.0,160.0,2.0
149.0,165.0,3.5
149.0,166.0,3.0
149.0,167.0,4.0
149.0,155.0,3.0
149.0,146.0,3.0
149.0,154.0,2.5
149.0,141.0,3.0
149.0,168.0,3.5
149.0,147.0,4.0
149.0,137.0,3.0
149.0,152.0,3.5
149.0,159.0,3.0
149.0,150.0,3.5
149.0,141.0,3.5
149.0,141.0,2.0
149.0,170.0,3.0
149.0,145.0,4.0
149.0,145.0,3.5
149.0,154.0,3.0
149.0,137.0,4.0
149.0,169.0,3.0
149.0,143.0,2.5
149.0,156.0,4.0
149.0,145.0,3.0
149.0,162.0,4.0
149.0,161.0,5.0
149.0,151.0,3.5
149.0,159.0,4.0
149.0,167.0,3.5
149.0,149.0,3.0
149.0,167.0,3.0
149.0,167.0,3.0
149.0,150.0,4.0
149.0,146.0,4.0
149.0,167.0,3.0
149.0,168.0,3.0
149.0,168.0,2.5
149.0,154.0,3.0
149.0,138.0,3.5
149.0,151.0,2.5
149.0,146.0,2.5
149.0,165.0,3.0
149.0,163.0,3.0
149.0,154.0,3.0
149.0,132.0,3.5
149.0,148.0,3.5
149.0,164.0,3.0
149.0,164.0,3.5
149.0,141.0,3.0
149.0,151.0,3.5
149.0,152.0,4.0
149.0,148.0,3.5
149.0,165.0,3.0
149.0,152.0,1.5
149.0,160.0,3.5
149.0,143.0,3.0
149.0,152.0,4.0
149.0,170.0,3.5
149.0,161.0,3.5
149.0,151.0,3.0
149.0,151.0,3.0
149.0,155.0,3.0
149.0,168.0,4.5
149.0,170.0,3.5
149.0,150.0,4.0
149.0,159.0,3.0
149.0,161.0,3.0
149.0,158.0,3.0
149.0,132.0,3.5
149.0,158.0,3.0
149.0,143.0,3.0
149.0,164.0,2.5
149.0,150.0,3.0
149.0,162.0,3.5
149.0,157.0,3.0
149.0,148.0,4.5
149.0,146.0,4.0
149.0,159.0,3.5
149.0,150.0,3.0
149.0,161.0,3.0
149.0,154.0,4.0
149.0,156.0,3.0
149.0,152.0,3.5
149.0,160.0,3.0
149.0,148.0,3.0
149.0,161.0,3.5
149.0,168.0,3.0
149.0,152.0,3.0
149.0,159.0,3.0
149.0,168.0,3.0
149.0,141.0,2.0
149.0,165.0,3.5
149.0,169.0,3.5
149.0,153.0,3.5
149.0,157.0,3.5
149.0,152.0,3.0
149.0,165.0,3.0
149.0,167.0,2.5
149.0,140.0,4.0
149.0,160.0,4.0
149.0,132.0,4.5
149.0,164.0,3.5
149.0,143.0,3.0
149.0,146.0,3.5
149.0,138.0,3.0
149.0,151.0,3.0
149.0,154.0,3.5
149.0,170.0,3.0
149.0,165.0,3.5
149.0,145.0,4.5
149.0,149.0,3.0
149.0,161.0,4.0
149.0,162.0,4.0
149.0,158.0,4.0
149.0,167.0,4.0
149.0,146.0,3.0
149.0,152.0,3.5
149.0,143.0,3.5
149.0,146.0,2.0
149.0,138.0,4.0
149.0,166.0,3.5
149.0,151.0,3.0
149.0,154.0,4.0
149.0,141.0,3.0
149.0,167.0,1.5
149.0,157.0,3.5
149.0,167.0,3.5
149.0,147.0,3.0
149.0,144.0,4.0
149.0,147.0,3.5
149.0,148.0,5.0
149.0,153.0,3.0
149.0,154.0,4.0
149.0,149.0,3.0
149.0,164.0,3.0
149.0,168.0,3.0
149.0,169.0,3.0
149.0,156.0,3.5
149.0,165.0,2.5
149.0,170.0,2.5
149.0,161.0,3.5
149.0,170.0,3.0
149.0,149.0,3.5
149.0,167.0,3.0
149.0,169.0,3.0
149.0,148.0,3.5
149.0,162.0,3.0
149.0,137.0,4.0
